,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length,y_pred,proba
323,True,171.91,103.83,103.68,4.05,2.86,113.41,1,0.9999982834437389
324,True,172.1,104.42,103.6,4.18,2.89,113.32,1,0.9999928945703317
325,True,171.96,104.17,103.35,4.35,3.31,113.67,1,0.9999171985344161
326,True,171.42,103.47,103.82,4.35,3.05,112.7,1,0.989738923281879
327,True,171.85,103.86,104.08,4.23,3.36,113.01,1,0.9587649101264848
328,True,172.05,103.79,104.17,4.08,3.12,112.77,1,0.9919364638908872
329,True,172.0,103.85,104.04,3.75,3.45,113.73,1,0.9999448005972222
330,True,171.99,104.12,104.18,4.41,2.75,113.18,1,0.9998850794177779
331,True,172.4,104.17,104.09,4.46,3.02,113.16,1,0.9978126634690572
332,True,171.95,103.44,103.8,4.08,3.19,112.43,1,0.9615686913023392
333,True,171.53,104.56,103.9,3.99,3.08,113.15,1,0.9998806266999236
335,True,172.33,103.81,103.67,4.58,2.87,113.2,1,0.9998099427794606
336,True,171.8,103.96,103.87,3.97,2.65,112.68,1,0.99998035997391
337,True,171.59,103.8,103.95,4.09,2.89,113.27,1,0.9999824716272269
338,True,171.69,104.3,103.94,4.27,2.96,113.43,1,0.9999591892785606
339,True,172.26,103.88,104.15,4.3,2.98,113.24,1,0.9996070987531772
340,True,172.52,103.9,104.03,3.97,2.98,113.3,1,0.9999772595947808
341,True,171.9,104.21,104.21,4.77,3.38,113.2,1,0.567112275803197
342,True,171.78,103.94,103.84,3.55,2.97,113.13,1,0.9999978045676627
343,True,171.7,103.77,103.88,4.1,2.96,112.91,1,0.9997187925552959
344,True,172.53,103.97,103.28,4.61,3.41,113.25,1,0.9874436765137509
345,True,171.54,103.93,103.49,4.08,3.34,113.13,1,0.9990886754141727
346,True,172.32,103.38,103.74,4.43,2.77,112.98,1,0.9998724882315907
347,True,172.46,103.78,103.54,3.89,3.2,113.05,1,0.9998760924857265
348,True,171.87,103.77,104.23,4.1,3.08,112.44,1,0.9463851883533071
349,True,172.08,104.17,103.48,4.62,2.87,113.52,1,0.9999818609096922
350,True,171.93,104.4,103.4,3.87,3.15,113.48,1,0.9999971125753039
351,True,172.06,103.82,103.73,4.18,2.6,112.64,1,0.9999647207565475
352,True,171.81,103.64,104.15,4.17,2.81,113.29,1,0.9999782950062954
353,True,172.21,103.8,103.23,3.7,2.98,112.95,1,0.9999974946547947
354,True,171.96,104.18,104.14,3.35,2.7,113.56,1,0.9999999928104997
355,True,172.3,103.82,104.09,4.18,3.22,113.23,1,0.9980532320303622
356,True,171.93,103.58,104.02,4.14,2.86,113.47,1,0.9999935237585396
357,True,172.33,103.64,104.15,4.39,2.93,112.43,1,0.9430050809941073
358,True,172.04,103.95,104.09,4.48,2.61,112.94,1,0.9998645928097761
359,True,171.36,103.59,103.68,4.44,3.32,113.23,1,0.992764004796695
360,True,171.61,103.73,104.01,4.29,2.93,112.76,1,0.9973594439199793
361,True,172.19,104.09,103.82,3.82,3.04,113.13,1,0.999976634533018
362,True,171.62,103.4,104.05,3.53,2.96,112.72,1,0.9999562473913314
363,True,172.4,104.32,103.6,4.13,2.92,113.4,1,0.9999956728300051
364,True,172.29,103.83,103.25,3.62,2.99,113.13,1,0.9999994079435025
365,True,171.57,103.92,104.03,4.59,3.14,113.45,1,0.9976232352566631
366,True,171.72,104.15,103.75,4.1,2.99,113.24,1,0.9999672981380701
367,True,171.73,104.17,104.02,3.64,2.64,112.72,1,0.9999971595908039
368,True,171.65,103.58,104.21,3.91,3.3,113.42,1,0.9996226276388374
369,True,172.46,103.64,103.53,4.41,3.4,113.75,1,0.9996574940222108
370,True,172.1,103.99,104.02,4.19,3.21,113.12,1,0.9970873599259187
371,True,171.91,104.05,103.97,3.88,3.12,113.62,1,0.9999936847769018
372,True,171.43,103.49,103.99,4.07,2.94,113.07,1,0.9998982851903776
373,True,171.65,104.29,103.81,4.26,3.05,113.58,1,0.9999748075137175
374,True,172.07,104.49,103.52,4.24,3.0,113.06,1,0.9998761864917473
375,True,171.54,104.64,103.06,3.54,3.09,112.82,1,0.9999963702177753
376,True,171.74,104.53,103.38,4.39,3.0,112.85,1,0.9992704699790278
377,True,171.94,104.34,103.71,3.67,3.17,112.68,1,0.9996113708714366
378,True,172.06,104.24,103.66,4.24,3.1,113.02,1,0.9992867100439218
379,True,172.15,103.63,103.93,4.33,3.04,113.36,1,0.999796166656289
380,True,171.95,104.08,103.91,4.16,2.91,113.26,1,0.9999687472365748
381,True,171.75,103.95,103.36,4.57,3.25,113.08,1,0.9930980441039783
382,True,172.28,104.62,103.8,4.08,3.08,113.26,1,0.9999232598041442
383,True,171.71,104.22,103.72,4.35,3.29,113.51,1,0.9993845453193005
384,True,171.65,103.5,103.24,3.82,2.56,112.98,1,0.9999999418800749
385,True,171.49,104.02,103.9,4.37,3.11,112.93,1,0.9930998444417763
386,True,172.16,103.56,103.64,4.24,3.01,113.38,1,0.9999714670787369
387,True,172.37,104.19,104.58,4.25,2.82,112.88,1,0.9979255381812216
388,True,172.42,104.07,103.73,4.23,3.11,113.27,1,0.9997987711416555
389,True,172.21,104.0,103.86,4.05,2.82,113.74,1,0.9999997301440193
390,True,171.66,103.65,103.44,3.26,2.99,112.89,1,0.9999994963701159
391,True,171.55,103.68,104.27,4.08,2.84,112.95,1,0.9997968252999848
392,True,171.79,103.87,103.95,4.54,3.01,112.45,1,0.860002359377703
393,True,171.96,104.19,104.14,4.3,3.04,113.48,1,0.9998381222388304
394,True,171.67,104.57,103.43,3.57,3.25,112.76,1,0.9998854002473132
395,True,171.82,104.33,103.83,3.92,2.73,112.99,1,0.9999957259059634
396,True,172.47,103.66,103.92,3.59,3.08,113.45,1,0.9999983867313331
397,True,172.15,104.18,103.53,3.92,3.3,113.42,1,0.9999580073297322
398,True,171.87,104.29,103.53,3.91,2.89,112.91,1,0.9999871947554593
399,True,171.52,104.08,104.06,4.41,3.36,113.32,1,0.981770160741014
400,True,171.63,104.3,103.75,3.62,3.22,113.5,1,0.9999965054880323
401,True,172.45,104.72,104.17,4.18,2.83,113.75,1,0.9999982094414703
402,True,172.3,104.23,104.03,4.12,3.06,113.23,1,0.9997928542592305
403,True,171.95,104.03,103.68,4.11,2.75,113.62,1,0.9999997809909595
404,True,172.19,103.68,103.93,4.36,2.92,113.3,1,0.9998977117479211
405,True,172.4,104.26,103.83,4.31,3.01,112.82,1,0.997383323651358
406,True,171.82,103.72,104.18,4.22,2.8,113.39,1,0.9999839965520203
407,True,172.5,103.39,103.99,4.45,3.06,113.48,1,0.9996881250408721
408,True,172.18,103.56,104.39,3.75,3.06,113.46,1,0.9999838911472783
409,True,172.06,103.96,103.72,4.18,3.15,113.17,1,0.9996015765686211
411,True,172.27,104.06,103.71,3.74,3.21,113.48,1,0.9999933515112747
412,True,172.44,103.96,103.86,4.02,3.09,112.81,1,0.9988639816752446
414,True,172.3,104.12,103.89,3.55,2.93,113.68,1,0.9999999421806907
415,True,172.0,103.68,104.1,3.84,3.15,112.86,1,0.998888478624418
416,True,172.44,104.11,104.25,4.53,3.18,113.41,1,0.9934699674617593
417,True,172.73,104.02,104.18,3.74,3.2,113.52,1,0.9999776794864089
418,True,172.02,104.23,103.97,4.3,2.93,113.79,1,0.9999956551927885
419,True,171.56,103.97,103.96,4.12,3.32,113.43,1,0.9992841449723454
420,True,171.89,103.99,103.45,4.12,3.1,113.0,1,0.99981153153163
421,True,171.19,103.95,103.73,3.96,2.94,113.25,1,0.9999929277419558
422,True,171.53,103.53,103.63,4.04,2.96,112.76,1,0.9997885919763119
423,True,171.7,104.32,104.07,4.21,2.67,112.73,1,0.999843043366586
424,True,171.7,103.74,103.89,4.43,2.8,112.59,1,0.9968436818943911
425,True,171.91,103.97,103.98,4.23,3.01,112.98,1,0.9990276138015627
426,True,171.91,103.99,103.5,3.41,2.92,113.02,1,0.9999996566774745
427,True,171.82,103.64,104.21,4.08,3.0,112.97,1,0.9992230113748726
428,True,171.86,103.77,103.93,4.83,3.17,113.35,1,0.9807362433204966
429,True,172.09,103.78,104.22,4.16,3.18,113.3,1,0.9988662113887876
430,True,172.12,104.08,103.93,4.72,3.18,113.38,1,0.9910282920587089
431,True,172.14,103.8,103.56,3.94,3.12,113.38,1,0.9999896479117459
432,True,171.47,104.46,104.3,4.12,3.06,113.59,1,0.9999446452342702
433,True,171.71,103.71,103.36,4.1,3.17,113.07,1,0.9998341763175449
434,True,172.04,103.82,103.99,3.88,3.14,113.23,1,0.9999082616345754
435,True,171.55,103.92,103.77,4.12,3.25,113.19,1,0.9991941866693984
436,True,171.88,104.58,104.31,4.88,2.82,113.71,1,0.9997281462134738
437,True,171.65,103.88,103.59,3.94,3.05,113.28,1,0.999989778888118
438,True,172.07,104.07,103.67,3.82,3.17,113.91,1,0.9999995496997356
439,True,171.99,103.74,103.46,4.0,2.76,113.33,1,0.9999996513266335
440,True,172.45,103.87,104.4,3.75,3.05,113.62,1,0.9999943969078761
441,True,171.93,103.88,104.35,4.26,3.29,112.7,1,0.7066878254623973
442,True,172.03,103.73,104.19,3.75,2.87,112.49,1,0.9995491701726862
443,True,171.61,103.93,103.41,4.45,2.95,113.19,1,0.999913738120016
444,True,172.23,103.94,103.46,3.95,3.15,113.77,1,0.9999990212063091
446,True,172.51,104.53,103.5,4.51,3.07,113.21,1,0.9994769902698661
447,True,171.59,103.86,104.33,4.12,2.84,114.0,1,0.9999995033268014
448,True,172.01,103.93,103.69,3.89,3.34,113.16,1,0.9995556699960924
449,True,171.92,103.91,103.93,4.34,2.91,112.4,1,0.9796821758321564
450,True,172.01,104.11,103.13,4.53,2.96,113.45,1,0.999987385509697
451,True,172.17,103.79,103.54,4.07,2.78,113.03,1,0.9999944758573515
452,True,171.68,103.48,103.47,3.32,3.11,112.46,1,0.9999600194020192
453,True,172.54,104.05,103.78,4.34,2.93,114.14,1,0.999999655333544
454,True,172.3,104.21,104.46,3.69,3.12,113.28,1,0.9999212750029705
455,True,171.7,103.57,104.2,4.22,2.81,112.71,1,0.9987518897797507
456,True,172.25,104.22,103.62,3.96,3.15,112.74,1,0.9989929342885019
457,True,171.75,103.48,103.94,3.76,2.97,113.28,1,0.9999954295738436
458,True,172.0,104.07,103.55,3.86,3.3,114.03,1,0.9999992816441095
459,True,171.64,104.45,103.97,4.16,3.23,113.67,1,0.9999147553561862
460,True,172.16,103.69,103.71,3.68,3.12,113.04,1,0.9999731811363045
461,True,172.01,103.95,103.77,4.16,3.1,113.19,1,0.9997820296075094
462,True,171.48,103.95,103.93,4.52,2.91,113.21,1,0.9995599373054707
463,True,172.19,104.14,103.59,4.11,3.08,113.81,1,0.9999984391345813
464,True,172.16,103.87,103.34,4.32,2.91,113.47,1,0.9999964584514156
465,True,171.55,103.5,104.51,4.61,2.95,113.31,1,0.9956498594872399
466,True,171.98,103.77,103.91,4.75,3.05,113.38,1,0.9973597034159934
467,True,171.8,104.06,103.57,4.06,3.14,112.98,1,0.9996702787745309
468,True,171.83,103.97,104.0,3.72,3.13,113.83,1,0.9999992256767413
469,True,172.36,104.34,103.7,4.22,3.08,112.96,1,0.9991562074666666
470,True,171.73,104.02,103.92,4.1,3.19,112.87,1,0.9955230052413345
471,True,172.58,104.17,103.13,4.64,3.17,113.05,1,0.9973724383528491
472,True,171.97,104.04,104.24,4.23,2.84,113.54,1,0.9999874759198986
473,True,172.26,104.08,103.86,3.93,3.01,113.44,1,0.9999942047858565
474,True,172.29,103.78,103.76,4.7,3.05,113.2,1,0.9964581171194384
475,True,172.02,104.36,103.64,4.12,2.82,113.38,1,0.9999981454958596
476,True,171.41,104.47,104.08,3.87,3.18,113.14,1,0.9996935773237574
477,True,171.95,104.25,103.64,3.24,2.81,113.42,1,0.9999999949266878
478,True,171.71,104.49,103.54,3.77,3.2,113.43,1,0.9999944003254094
479,True,171.87,103.86,103.27,4.14,3.14,113.32,1,0.9999751505330403
480,True,171.97,103.62,103.64,4.47,2.65,113.7,1,0.9999995989021148
482,True,172.35,104.2,103.75,3.7,2.96,113.05,1,0.9999938147268035
483,True,172.14,103.91,103.65,4.19,3.23,113.54,1,0.9999207853001012
484,True,172.1,104.02,103.88,3.95,3.1,113.39,1,0.9999756202489956
485,True,171.83,104.29,103.58,4.0,3.32,113.21,1,0.9996316159486879
486,True,171.95,104.39,103.59,4.69,2.81,113.65,1,0.9999902193386113
487,True,171.75,103.89,103.81,3.64,2.92,113.48,1,0.9999997585157202
488,True,172.19,104.07,104.02,4.19,3.37,113.27,1,0.9939101850880079
489,True,171.98,104.36,103.44,4.19,3.2,112.92,1,0.9986883519884355
490,True,172.13,103.71,103.6,3.59,3.12,113.8,1,0.999999902119658
491,True,172.6,104.83,103.56,4.1,2.94,113.38,1,0.9999956333637658
492,True,172.33,104.46,103.79,4.08,2.94,113.39,1,0.9999922291759598
493,True,172.55,103.97,104.04,4.25,3.34,113.36,1,0.9959957662349463
494,True,172.08,104.19,104.03,4.11,2.99,113.5,1,0.9999821906484373
495,True,171.81,103.93,103.43,4.61,2.95,113.46,1,0.9999520321722677
496,True,172.21,103.67,104.0,4.12,3.2,113.54,1,0.9998807429933433
497,True,172.45,103.95,103.5,4.1,3.08,113.23,1,0.9999613450685562
498,True,171.76,104.01,103.68,4.07,2.75,112.81,1,0.9999750499342137
499,True,172.04,104.34,103.55,3.52,3.02,113.64,1,0.9999999495460378
500,True,171.95,104.11,103.87,4.2,2.81,113.52,1,0.9999974900689884
501,True,171.87,103.73,103.69,4.06,3.1,112.96,1,0.9996335232939182
502,True,171.7,103.79,103.98,4.44,3.03,113.94,1,0.9999877942736249
503,True,172.46,103.51,103.85,4.23,3.14,113.38,1,0.9997919400890446
504,True,171.68,103.95,103.6,3.98,2.93,113.22,1,0.9999943528368144
506,True,171.82,104.27,103.55,4.21,3.2,113.28,1,0.9997660982383554
507,True,171.97,104.05,104.11,4.15,2.99,113.66,1,0.9999888373206034
508,True,171.82,104.12,103.95,4.18,3.01,113.47,1,0.9999685538521229
509,True,171.4,103.96,103.85,4.15,2.81,113.45,1,0.9999973634811713
510,True,171.87,103.87,104.27,4.44,2.94,112.95,1,0.9944593863265212
511,True,172.44,103.69,104.16,3.73,3.14,112.98,1,0.9997079886582941
512,True,171.95,104.09,103.73,4.34,3.07,113.49,1,0.9999314461049232
513,True,171.77,104.19,103.69,4.17,2.85,112.89,1,0.9999161961258455
514,True,171.43,104.42,103.41,4.06,3.13,113.26,1,0.999968851865451
515,True,172.21,103.25,103.78,4.48,3.0,113.25,1,0.9995858587939448
516,True,171.91,104.34,103.73,3.71,2.95,113.69,1,0.9999998920668319
517,True,171.53,103.69,103.51,3.97,3.08,112.71,1,0.9995675146285504
518,True,171.36,104.15,103.76,3.44,3.31,112.76,1,0.9997180436532813
519,True,172.13,103.76,103.33,4.37,3.48,113.34,1,0.9960838432719609
520,True,172.12,103.66,104.22,3.81,3.04,112.97,1,0.9997781168290528
521,True,171.89,104.3,103.57,3.98,2.75,112.92,1,0.9999950153603496
522,True,172.02,104.42,102.91,3.86,3.12,113.43,1,0.9999994699685499
523,True,172.13,103.57,103.8,4.4,3.16,113.75,1,0.9999350341567199
524,True,172.09,103.61,103.9,4.58,3.26,112.88,1,0.8552410656979927
525,True,171.97,103.61,103.6,4.89,3.17,112.96,1,0.9043384993930371
526,True,171.88,103.61,103.9,4.4,3.0,112.97,1,0.9979144929464234
527,True,171.92,103.79,103.34,3.84,2.8,113.0,1,0.9999990132857951
528,True,172.32,103.69,103.6,4.24,3.29,112.74,1,0.9768771222797094
529,True,172.16,104.17,103.27,4.1,3.11,113.08,1,0.999938052671445
530,True,171.9,103.94,103.38,3.67,2.87,113.28,1,0.9999998575629533
531,True,172.22,104.0,103.98,3.99,3.41,112.94,1,0.9827292775833716
532,True,171.73,103.77,103.95,4.25,3.08,112.75,1,0.9915390689078795
533,True,172.33,103.73,103.8,3.77,2.86,113.58,1,0.9999998465038387
534,True,171.76,104.04,103.88,4.18,3.21,113.15,1,0.9985700914277585
535,True,171.68,104.18,103.89,4.4,3.33,113.21,1,0.9859208579560241
536,True,172.38,103.64,103.81,4.46,3.14,114.07,1,0.9999888988256671
537,True,171.61,103.86,104.06,4.31,3.1,112.64,1,0.9582916305948871
538,True,171.9,104.5,103.49,4.08,2.82,113.5,1,0.9999995818798496
539,True,171.87,103.75,103.55,3.86,2.82,113.38,1,0.9999997332561527
540,True,171.96,103.68,103.84,4.46,3.07,112.74,1,0.9791027409080045
541,True,171.49,103.63,103.83,3.85,3.26,113.1,1,0.999653901640622
542,True,171.64,103.95,103.45,3.98,3.11,113.21,1,0.9999762673322191
543,True,172.3,103.98,103.72,4.28,3.01,112.97,1,0.9994021662332585
544,True,172.25,104.08,103.59,4.52,3.01,113.46,1,0.9999136423032796
545,True,171.99,103.75,104.14,4.19,2.82,112.83,1,0.9995511481817319
546,True,171.73,103.76,103.91,4.28,3.17,113.09,1,0.9971706670263885
547,True,172.37,104.41,103.75,3.71,2.8,113.41,1,0.9999998641221164
548,True,172.05,103.75,103.47,4.19,2.98,112.89,1,0.9998230280542761
549,True,171.89,104.22,104.18,4.11,2.89,113.53,1,0.9999913887250274
550,True,171.79,104.37,103.37,4.31,3.18,113.61,1,0.9999742675625911
551,True,171.56,103.44,104.09,4.41,2.97,113.59,1,0.999932700651922
552,True,171.86,103.93,103.8,4.27,2.86,113.97,1,0.999999674256169
553,True,171.51,104.49,103.4,3.85,3.12,112.76,1,0.9998430970958107
554,True,171.61,103.76,103.89,4.02,3.17,112.81,1,0.9971203617041405
555,True,172.07,104.18,104.1,4.47,2.7,113.99,1,0.9999994784468578
556,True,171.83,104.54,103.91,4.11,3.05,113.55,1,0.999983599387576
557,True,171.24,103.81,103.74,4.69,3.29,113.53,1,0.9950555125129792
558,True,171.81,103.79,103.94,4.14,3.08,112.62,1,0.9909003733831012
559,True,172.12,103.59,103.77,3.74,3.21,113.32,1,0.9999782640305709
560,True,172.09,104.02,103.79,3.8,3.28,112.98,1,0.9994302463149272
561,True,172.25,103.71,103.97,3.93,3.0,113.38,1,0.9999891091482579
562,True,172.45,103.78,103.79,3.9,2.87,112.34,1,0.9992258765057731
563,True,171.87,103.99,104.11,3.66,3.15,113.35,1,0.9999819162734458
564,True,172.0,104.1,104.36,3.83,2.92,113.0,1,0.9999043686735293
565,True,172.23,104.0,103.35,4.43,2.95,113.12,1,0.9999041359434072
566,True,172.15,103.51,103.76,4.26,3.13,112.94,1,0.9974821075262149
567,True,172.13,104.08,103.64,3.93,2.82,112.85,1,0.999985374765895
568,True,172.05,104.11,104.07,3.6,2.78,112.93,1,0.9999969321819477
569,True,171.93,104.08,103.78,4.03,2.85,113.61,1,0.9999994452336951
570,True,171.57,104.07,103.85,3.82,3.44,113.4,1,0.9996860966074291
571,True,171.95,103.76,103.99,3.25,2.78,113.2,1,0.9999999509656432
572,True,171.83,103.8,104.22,4.66,2.76,113.25,1,0.9995420471643287
573,True,172.28,104.09,104.2,3.66,2.83,113.48,1,0.9999996075480276
574,True,172.35,104.13,103.58,4.75,3.19,113.42,1,0.9970426907060416
575,True,171.99,104.1,103.57,3.64,3.42,113.64,1,0.9999926273763485
576,True,172.03,103.63,104.0,3.7,3.37,113.77,1,0.9999880087656003
577,True,172.01,103.62,103.26,4.91,2.86,113.16,1,0.9995501759634798
578,True,172.53,103.8,103.82,4.64,3.28,113.54,1,0.9960091325140888
579,True,172.03,104.19,104.01,3.99,3.04,113.15,1,0.999886522372618
580,True,171.76,104.48,104.01,4.35,3.37,113.09,1,0.9530488278282833
581,True,172.51,103.57,104.27,3.72,3.33,113.47,1,0.9998604427707545
582,True,172.13,103.99,104.22,3.61,2.91,113.39,1,0.9999987759994118
583,True,171.68,103.84,103.98,3.52,3.01,113.45,1,0.9999993886873471
584,True,171.98,104.18,103.96,4.41,2.84,113.01,1,0.9995981302410116
585,True,171.97,104.04,103.82,4.04,3.38,113.05,1,0.9947639116070401
586,True,171.89,104.33,103.97,3.95,3.17,113.12,1,0.999641032429292
587,True,171.74,103.72,103.52,3.94,2.77,113.09,1,0.9999985821403355
588,True,171.92,103.67,104.24,4.11,3.09,113.23,1,0.9994663310539941
589,True,172.04,104.16,104.05,4.0,3.28,112.78,1,0.9839010562841234
590,True,171.85,103.58,104.17,4.32,3.07,113.59,1,0.9998591906165364
591,True,171.67,103.81,103.76,4.59,3.3,112.18,0,0.07254393982080669
592,True,171.99,103.54,103.44,3.8,3.08,113.04,1,0.9999846217614986
593,True,172.29,104.46,104.42,3.97,2.9,113.38,1,0.9999779129347125
594,True,171.65,103.43,103.83,4.36,3.1,113.53,1,0.99988421589602
595,True,171.96,103.83,103.87,3.52,2.71,113.52,1,0.9999999878381255
596,True,172.24,104.51,103.9,4.06,2.88,112.58,1,0.9992252014071915
597,True,171.95,103.85,104.28,4.13,3.22,113.24,1,0.9974910547804582
598,True,171.67,103.88,103.94,4.2,2.93,112.84,1,0.9992738517771113
599,True,172.31,103.93,103.32,4.73,2.85,113.23,1,0.9998966601071058
600,True,172.2,103.82,103.74,4.22,3.03,113.69,1,0.9999936001975827
601,True,171.74,103.25,104.07,3.8,2.95,113.07,1,0.9999731867182031
602,True,171.68,103.88,104.14,4.0,2.96,113.71,1,0.9999974244060389
603,True,172.08,104.03,103.42,3.79,2.77,113.27,1,0.9999998696709186
604,True,172.45,103.85,103.89,4.03,3.03,113.24,1,0.9999492414229484
605,True,172.37,104.26,103.87,4.47,3.12,112.82,1,0.9748337932795019
606,True,171.52,104.52,103.96,3.43,3.01,113.44,1,0.9999996551802782
607,True,171.91,104.17,103.62,4.01,2.89,112.73,1,0.9999017034544622
608,True,172.34,104.5,103.66,4.19,3.08,112.68,1,0.9965800085506243
609,True,172.53,103.47,103.99,3.84,2.71,112.74,1,0.9999833751966667
610,True,171.8,103.71,103.67,4.48,3.18,112.76,1,0.9631910169058718
612,True,171.95,103.35,103.76,3.85,3.29,113.07,1,0.9995492673475683
613,True,172.45,104.52,103.72,4.12,3.34,113.06,1,0.9961360912393543
614,True,172.4,103.86,103.88,3.87,2.97,113.49,1,0.9999979435069567
615,True,171.95,103.77,103.81,4.13,3.09,113.24,1,0.9998635207540517
616,True,172.51,104.23,103.85,4.74,2.91,112.81,1,0.9843734434701781
617,True,172.36,103.89,103.67,4.34,3.07,113.75,1,0.9999886717697848
618,True,172.22,103.75,103.55,3.93,3.05,113.48,1,0.9999975479593686
619,True,172.26,104.06,103.99,4.03,2.84,113.14,1,0.9999818509314397
620,True,171.87,103.4,103.82,4.06,2.94,113.02,1,0.9999261360130934
621,True,171.99,103.69,103.51,3.9,3.02,113.04,1,0.9999804661537594
622,True,171.56,104.32,104.33,3.92,2.97,113.04,1,0.9997992086816316
623,True,171.85,104.33,104.03,4.23,3.19,112.46,1,0.8447631269882214
624,True,172.09,103.98,103.39,4.1,2.95,112.79,1,0.9998958047250772
625,True,172.05,103.42,104.1,4.45,2.99,112.67,1,0.9691555654590911
626,True,171.98,104.44,104.08,4.67,3.21,112.73,1,0.5515753542162282
627,True,172.0,104.23,103.74,4.41,2.76,112.96,1,0.9998854293111977
628,True,171.44,103.52,103.49,4.09,3.12,113.23,1,0.999946778423054
629,True,172.01,104.03,103.67,3.9,3.18,112.61,1,0.9975260720749516
630,True,172.49,104.33,104.03,4.28,3.07,112.71,1,0.9847301741072018
631,True,172.75,104.33,103.97,4.34,3.14,113.12,1,0.9969326825217848
632,True,171.66,104.17,104.16,4.75,2.94,113.52,1,0.9991838070887167
633,True,172.4,104.19,103.98,4.08,2.93,113.44,1,0.9999903236126222
634,True,172.2,103.93,103.49,3.8,2.99,113.63,1,0.9999998118080661
635,True,172.21,104.27,104.01,4.23,2.79,113.78,1,0.9999992090174686
636,True,171.13,104.28,103.14,4.16,2.92,113.0,1,0.9999866830615747
637,True,171.51,103.85,103.36,4.49,2.8,113.87,1,0.9999997000272348
638,True,171.81,104.1,103.69,4.29,2.95,112.72,1,0.9985617439673641
639,True,171.88,103.66,103.52,4.66,2.75,113.25,1,0.9999596513171847
640,True,171.91,104.34,103.77,4.45,2.95,112.66,1,0.9925963482573763
641,True,171.79,103.51,103.25,4.05,3.08,112.71,1,0.9996979703265866
642,True,171.85,103.9,103.74,4.13,3.07,113.15,1,0.999847105234058
643,True,172.07,103.83,103.71,4.44,2.99,113.11,1,0.999455825376814
644,True,171.81,103.91,103.78,3.66,3.28,113.59,1,0.9999946711591833
645,True,171.73,103.82,103.85,3.97,3.12,112.85,1,0.9991436254853588
646,True,171.59,103.23,103.64,4.01,2.94,113.59,1,0.99999911404632
647,True,171.71,103.83,103.51,3.8,3.02,113.01,1,0.9999874954644308
648,True,172.22,104.48,104.06,4.59,2.91,112.82,1,0.9884919362178829
649,True,171.59,104.06,103.99,3.93,3.24,112.8,1,0.9949981483826186
650,True,172.32,104.16,104.14,3.78,3.25,113.38,1,0.999899807790546
651,True,171.62,103.49,103.58,3.95,3.0,113.1,1,0.9999810352077411
652,True,172.14,103.74,103.52,4.56,2.83,113.43,1,0.9999837094917076
653,True,172.53,103.99,103.55,4.5,3.1,113.03,1,0.9976047244811752
655,True,172.09,104.06,103.9,3.97,3.32,113.09,1,0.9981545457013207
656,True,172.07,103.97,103.84,4.05,3.12,113.18,1,0.9998200445747302
657,True,171.82,103.77,103.79,4.36,2.77,113.79,1,0.9999993396423619
658,True,172.19,104.05,103.81,3.9,3.22,113.52,1,0.9999779437739235
659,True,171.84,103.75,103.38,4.08,2.7,113.72,1,0.9999999785168501
660,True,172.14,104.01,104.0,3.64,3.16,113.37,1,0.9999891487734386
661,True,171.69,104.22,104.62,4.11,3.25,113.4,1,0.9965127244995601
662,True,171.83,103.76,103.76,4.4,2.88,113.84,1,0.9999982245073902
663,True,171.8,103.78,103.65,3.73,3.12,113.63,1,0.9999992038284473
664,True,172.05,103.7,103.75,5.04,2.27,113.55,1,0.9999989817117148
665,True,172.57,104.65,104.44,4.54,2.99,113.16,1,0.9915702439974716
666,True,172.38,103.55,103.8,3.97,2.9,113.3,1,0.9999953918688891
667,True,171.58,103.65,103.37,3.54,3.19,113.38,1,0.9999990851991059
668,True,171.96,103.51,103.75,4.06,3.33,113.53,1,0.9998536312640096
669,True,172.14,104.34,104.2,4.63,3.02,112.47,1,0.6073410632282127
670,True,172.27,104.29,104.22,3.89,3.53,113.5,1,0.9977052900797274
671,True,172.07,103.64,103.67,3.86,3.2,113.83,1,0.999998704123682
672,True,172.19,104.61,103.69,4.0,3.26,112.91,1,0.9981985647019604
673,True,171.82,103.78,103.76,3.81,3.25,113.36,1,0.9999612519172896
674,True,172.04,103.94,103.76,3.81,3.24,113.41,1,0.9999743338033691
676,True,171.69,103.9,104.13,4.07,2.92,113.52,1,0.9999917657904559
677,True,172.05,103.9,103.76,4.52,2.71,113.42,1,0.9999914247842843
678,True,172.15,103.65,103.66,3.6,3.5,113.24,1,0.9997915676787414
679,True,171.75,104.16,104.0,4.19,3.03,113.55,1,0.9999702479709419
680,True,172.03,103.87,103.4,4.29,3.01,113.09,1,0.9998949105170457
681,True,172.49,104.44,103.98,4.08,3.07,113.16,1,0.9997672326432947
682,True,172.24,104.51,103.97,4.18,3.22,113.21,1,0.9985213602404791
683,True,172.59,104.22,104.01,4.47,2.95,113.19,1,0.9992821317948596
684,True,172.13,103.76,103.85,3.65,3.24,112.92,1,0.9997422428737174
685,True,172.21,104.28,104.37,4.06,3.3,113.92,1,0.9999238754399614
686,True,172.41,104.14,104.06,4.45,2.94,113.98,1,0.9999948022800835
687,True,172.02,104.23,104.26,4.92,2.89,113.49,1,0.9976261204275946
688,True,172.11,103.67,103.43,4.19,2.98,113.09,1,0.9999547745299964
689,True,172.22,103.75,103.49,3.69,3.17,113.14,1,0.9999875010390088
